d0,mean_brier,se_brier,n
0.5,0.17399841928272922,0.01599429360502224,455
0.75,0.17290669391781116,0.01623310404312709,455
1.0,0.1718815508084034,0.016349809186119363,455
1.5,0.17086656385198176,0.016448775822385558,455
2.0,0.17055747806143284,0.016480024818134206,455
3.0,0.17034564194012145,0.016484202425329764,455
4.0,0.17028531674496883,0.016480743983524622,455
5.0,0.17028630702457137,0.016480939040617603,455
6.0,0.17028631533069802,0.016480938859150036,455
8.0,0.17028631533069802,0.016480938859150036,455
10.0,0.17028631533069802,0.016480938859150036,455
12.0,0.17028631533069802,0.016480938859150036,455
