epoch,report,confusion_matrix,accuracy,balanced_accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,ECE,Brier,NLL,Entropy,Epistemic,Aleatoric,train_loss,train_ce_loss,train_parcel_loss,test_loss,learning_rate,time
0,"              precision    recall  f1-score   support

     class 0   0.881423  0.933054  0.906504       717
     class 1   0.749559  0.878099  0.808754       484
     class 2   0.919094  0.809886  0.861041      1052

    accuracy                       0.863737      2253
   macro avg   0.850025  0.873680  0.858766      2253
weighted avg   0.870685  0.863737  0.864277      2253
","[[669  17  31]
 [ 15 425  44]
 [ 75 125 852]]",0.8637372392365734,0.8736798328060312,0.789264371724351,0.8637372392365734,0.8587661876112014,0.8642766088198134,0.8637372392365734,0.8736798328060312,0.8637372392365734,0.8637372392365734,0.8500252863087626,0.8706851152532914,0.07942602791303924,0.21555873634652162,0.42117056762079214,0.5697087613363427,0.0,0.5697087613363427,0.5965023238163489,0.5965023238163489,0.0,0.2982464,0.00011999999999999999,0.01711989243825277
1,"              precision    recall  f1-score   support

     class 0   0.905371  0.987448  0.944630       717
     class 1   0.885880  0.946281  0.915085       484
     class 2   0.975891  0.884981  0.928215      1052

    accuracy                       0.930759      2253
   macro avg   0.922381  0.939570  0.929310      2253
weighted avg   0.934112  0.930759  0.930618      2253
","[[708   0   9]
 [ 12 458  14]
 [ 62  59 931]]",0.9307589880159787,0.9395698930244877,0.8922366202572514,0.9307589880159787,0.9293100073972932,0.9306183685157945,0.9307589880159787,0.9395698930244877,0.9307589880159787,0.9307589880159787,0.9223806355613856,0.9341119259428842,0.028278097541876976,0.11018068141731029,0.21951152831621903,0.2845812659153224,0.0,0.2845812659153224,0.2522768035724566,0.2522768035724566,0.0,0.10550172,0.00017999999999999998,0.034797803560892744
2,"              precision    recall  f1-score   support

     class 0   0.931034  0.979079  0.954453       717
     class 1   0.907843  0.956612  0.931590       484
     class 2   0.975733  0.917300  0.945615      1052

    accuracy                       0.945406      2253
   macro avg   0.938204  0.950997  0.943886      2253
weighted avg   0.946924  0.945406  0.945414      2253
","[[702   1  14]
 [ 11 463  10]
 [ 41  46 965]]",0.9454061251664447,0.9509971494613402,0.9146833417330563,0.9454061251664447,0.9438857283706389,0.9454144825846125,0.9454061251664447,0.9509971494613402,0.9454061251664447,0.9454061251664447,0.9382035612380767,0.9469236509464927,0.01117353572888773,0.08270026213477907,0.16217582101889394,0.1784900530419479,0.0,0.1784900530419479,0.15305793982047539,0.15305793982047539,0.0,0.089137614,0.00023999999999999998,0.05330038865407308
3,"              precision    recall  f1-score   support

     class 0   0.961003  0.962343  0.961672       717
     class 1   0.871269  0.964876  0.915686       484
     class 2   0.969970  0.921103  0.944905      1052

    accuracy                       0.943631      2253
   macro avg   0.934080  0.949441  0.940755      2253
weighted avg   0.945913  0.943631  0.943964      2253
","[[690   4  23]
 [ 10 467   7]
 [ 18  65 969]]",0.9436307146027519,0.9494405969630396,0.9119821977826592,0.9436307146027519,0.9407545576015028,0.9439641815903816,0.9436307146027519,0.9494405969630396,0.9436307146027519,0.9436307146027519,0.9340804707339028,0.945912754315863,0.0159916309001369,0.08709937639009983,0.16904411847038203,0.14861975935347446,0.0,0.14861975935347446,0.11472705340424141,0.11472705340424141,0.0,0.10773293,0.0003,0.0712758223215739
4,"              precision    recall  f1-score   support

     class 0   0.950345  0.960948  0.955617       717
     class 1   0.918489  0.954545  0.936170       484
     class 2   0.962927  0.938213  0.950409      1052

    accuracy                       0.948957      2253
   macro avg   0.943920  0.951236  0.947399      2253
weighted avg   0.949376  0.948957  0.949008      2253
","[[689   2  26]
 [ 10 462  12]
 [ 26  39 987]]",0.9489569462938304,0.9512355927989828,0.9198947450433337,0.9489569462938304,0.9473988850678908,0.9490077403376648,0.9489569462938304,0.9512355927989828,0.9489569462938304,0.9489569462938304,0.9439202408202871,0.9493763752876313,0.016862142035845934,0.08218520628315691,0.16068887935608106,0.12339237291275419,0.0,0.12339237291275419,0.100696910801646,0.100696910801646,0.0,0.08647476,0.0003,0.0882093111673991
5,"              precision    recall  f1-score   support

     class 0   0.957123  0.965132  0.961111       717
     class 1   0.920635  0.958678  0.939271       484
     class 2   0.967836  0.943916  0.955727      1052

    accuracy                       0.953839      2253
   macro avg   0.948531  0.955909  0.952036      2253
weighted avg   0.954287  0.953839  0.953905      2253
","[[692   2  23]
 [ 10 464  10]
 [ 21  38 993]]",0.9538393253439857,0.955908844091183,0.9275547022103496,0.9538393253439857,0.9520363421406935,0.9539051933862904,0.9538393253439857,0.955908844091183,0.9538393253439857,0.9538393253439857,0.9485314253822662,0.9542868644865284,0.01256096869123139,0.07183054244803407,0.14802795847839031,0.11143332418645703,0.0,0.11143332418645703,0.09274248522403952,0.09274248522403952,0.0,0.08206631,0.0002996528771620249,0.1056931177775065
6,"              precision    recall  f1-score   support

     class 0   0.955494  0.958159  0.956825       717
     class 1   0.906250  0.958678  0.931727       484
     class 2   0.965753  0.938213  0.951784      1052

    accuracy                       0.948957      2253
   macro avg   0.942499  0.951683  0.946778      2253
weighted avg   0.949706  0.948957  0.949079      2253
","[[687   4  26]
 [ 11 464   9]
 [ 21  44 987]]",0.9489569462938304,0.9516832031743222,0.9199714968244349,0.9489569462938304,0.9467784708169266,0.9490793425055124,0.9489569462938304,0.9516832031743222,0.9489569462938304,0.9489569462938304,0.9424990553216351,0.9497055549299206,0.021595113004030334,0.07705089721177455,0.15557611055907636,0.09877829979409523,0.0,0.09877829979409523,0.08101632750847122,0.08101632750847122,0.0,0.09658729,0.00029861319979567375,0.12368903954823812
7,"              precision    recall  f1-score   support

     class 0   0.951857  0.965132  0.958449       717
     class 1   0.967249  0.915289  0.940552       484
     class 2   0.951311  0.965779  0.958491      1052

    accuracy                       0.954727      2253
   macro avg   0.956806  0.948734  0.952497      2253
weighted avg   0.954909  0.954727  0.954624      2253
","[[ 692    0   25]
 [  14  443   27]
 [  21   15 1016]]",0.9547270306258322,0.9487337401307351,0.9283991298446943,0.9547270306258322,0.9524971121618259,0.9546236164781146,0.9547270306258322,0.9487337401307351,0.9547270306258322,0.9547270306258322,0.9568055720250158,0.9549085345625389,0.020204776701047145,0.06942498578452448,0.14327448713604635,0.08391869778000284,0.0,0.08391869778000284,0.07547857491420461,0.07547857491420461,0.0,0.09611856,0.00029688603310456727,0.14162849982579548
8,"              precision    recall  f1-score   support

     class 0   0.957182  0.966527  0.961832       717
     class 1   0.917323  0.962810  0.939516       484
     class 2   0.971596  0.942966  0.957067      1052

    accuracy                       0.954727      2253
   macro avg   0.948701  0.957434  0.952805      2253
weighted avg   0.955350  0.954727  0.954813      2253
","[[693   3  21]
 [ 10 466   8]
 [ 21  39 992]]",0.9547270306258322,0.9574342978252575,0.9290051057527533,0.9547270306258322,0.9528050808939205,0.9548131085454394,0.9547270306258322,0.9574342978252575,0.9547270306258322,0.9547270306258322,0.9487005430442373,0.9553499629031543,0.025193987974213905,0.07430802871917772,0.15426725834827826,0.08139190975477247,0.0,0.08139190975477247,0.07355973128132619,0.07355973128132619,0.0,0.08241893,0.0002944797916712104,0.1602401336034139
9,"              precision    recall  f1-score   support

     class 0   0.953297  0.967922  0.960554       717
     class 1   0.933602  0.958678  0.945973       484
     class 2   0.969844  0.947719  0.958654      1052

    accuracy                       0.956502      2253
   macro avg   0.952248  0.958106  0.955060      2253
weighted avg   0.956792  0.956502  0.956534      2253
","[[694   2  21]
 [ 10 464  10]
 [ 24  31 997]]",0.9565024411895251,0.9581060713071033,0.9316856377216912,0.9565024411895251,0.9550603252680171,0.9565343867928707,0.9565024411895251,0.9581060713071033,0.9565024411895251,0.9565024411895251,0.9522475569771016,0.9567923568262862,0.02142758088706334,0.07053717842558463,0.1446462248968526,0.07792136952632002,0.0,0.07792136952632002,0.07020536377155162,0.07020536377155162,0.0,0.082917504,0.0002914061984619919,0.1776211698849996
10,"              precision    recall  f1-score   support

     class 0   0.964838  0.956764  0.960784       717
     class 1   0.925197  0.971074  0.947581       484
     class 2   0.968085  0.951521  0.959732      1052

    accuracy                       0.957390      2253
   macro avg   0.952707  0.959787  0.956032      2253
weighted avg   0.957838  0.957390  0.957456      2253
","[[ 686    4   27]
 [   8  470    6]
 [  17   34 1001]]",0.9573901464713716,0.9597865294630825,0.9330912564630998,0.9573901464713716,0.9560321675036473,0.9574562667962088,0.9573901464713716,0.9597865294630825,0.9573901464713716,0.9573901464713716,0.9527067375847253,0.957838365309059,0.01783756151469867,0.07005344194202487,0.14478900346151302,0.08816064206567818,0.0,0.08816064206567818,0.06389356735948619,0.06389356735948619,0.0,0.10573402,0.0002876802277140706,0.1952906807263692
11,"              precision    recall  f1-score   support

     class 0   0.965035  0.962343  0.963687       717
     class 1   0.960168  0.946281  0.953174       484
     class 2   0.962300  0.970532  0.966398      1052

    accuracy                       0.962716      2253
   macro avg   0.962501  0.959719  0.961086      2253
weighted avg   0.962712  0.962716  0.962695      2253
","[[ 690    3   24]
 [  10  458   16]
 [  15   16 1021]]",0.96271637816245,0.9597188024538271,0.9411587301488599,0.96271637816245,0.9610864712396107,0.9626946303534828,0.96271637816245,0.9597188024538271,0.96271637816245,0.96271637816245,0.9625007990558467,0.9627121821922023,0.022058464926267035,0.06723047853281269,0.1485325853647368,0.06605731926241779,0.0,0.06605731926241779,0.06485446813431653,0.06485446813431653,0.0,0.09174369,0.0002833200319823971,0.21348297198613483
12,"              precision    recall  f1-score   support

     class 0   0.966245  0.958159  0.962185       717
     class 1   0.939271  0.958678  0.948875       484
     class 2   0.966603  0.962928  0.964762      1052

    accuracy                       0.960497      2253
   macro avg   0.957373  0.959921  0.958607      2253
weighted avg   0.960617  0.960497  0.960529      2253
","[[ 687    5   25]
 [  10  464   10]
 [  14   25 1013]]",0.960497114957834,0.9599214794734351,0.9378170518788203,0.960497114957834,0.9586073447784021,0.9605289401479156,0.960497114957834,0.9599214794734351,0.960497114957834,0.960497114957834,0.9573730114114133,0.9606174735985634,0.021256290155709352,0.06553471798201531,0.1431831249438153,0.06737196610983982,0.0,0.06737196610983982,0.059642600101213174,0.059642600101213174,0.0,0.097210266,0.00027834685370229067,0.23309772809346516
13,"              precision    recall  f1-score   support

     class 0   0.945504  0.967922  0.956582       717
     class 1   0.945122  0.960744  0.952869       484
     class 2   0.971762  0.948669  0.960077      1052

    accuracy                       0.957390      2253
   macro avg   0.954129  0.959112  0.956509      2253
weighted avg   0.957683  0.957390  0.957416      2253
","[[694   2  21]
 [ 11 465   8]
 [ 29  25 998]]",0.9573901464713716,0.9591116333219983,0.9330626185511941,0.9573901464713716,0.9565091601170921,0.9574161306767403,0.9573901464713716,0.9591116333219983,0.9573901464713716,0.9573901464713716,0.954129484404454,0.9576828740692255,0.023364934561078087,0.07246147719456192,0.16212436913584952,0.06600149480518949,0.0,0.06600149480518949,0.060358803888613526,0.060358803888613526,0.0,0.06829324,0.00027278492169842996,0.25056478182474773
14,"              precision    recall  f1-score   support

     class 0   0.979798  0.947001  0.963121       717
     class 1   0.953157  0.966942  0.960000       484
     class 2   0.958840  0.974335  0.966525      1052

    accuracy                       0.964048      2253
   macro avg   0.963932  0.962759  0.963215      2253
weighted avg   0.964289  0.964048  0.964040      2253
","[[ 679    3   35]
 [   7  468    9]
 [   7   20 1025]]",0.9640479360852197,0.9627593814069755,0.9432704694214548,0.9640479360852197,0.9632152637756176,0.9640399389280636,0.9640479360852197,0.9627593814069755,0.9640479360852197,0.9640479360852197,0.9639316133422394,0.9642888473676736,0.017837144888585878,0.06189283327238978,0.147370280916678,0.06961756122325764,0.0,0.06961756122325764,0.05850460457119655,0.05850460457119655,0.0,0.1799624,0.0002666613331444543,0.26842235724131264
15,"              precision    recall  f1-score   support

     class 0   0.959778  0.965132  0.962448       717
     class 1   0.950515  0.952479  0.951496       484
     class 2   0.965616  0.961027  0.963316      1052

    accuracy                       0.960497      2253
   macro avg   0.958637  0.959546  0.959087      2253
weighted avg   0.960514  0.960497  0.960501      2253
","[[ 692    1   24]
 [  11  461   12]
 [  18   23 1011]]",0.960497114957834,0.9595461504419355,0.937783055340771,0.960497114957834,0.9590866989848218,0.9605005085571562,0.960497114957834,0.9595461504419355,0.960497114957834,0.960497114957834,0.9586365319181587,0.9605141821665967,0.023366368052231558,0.06616739803579859,0.14684006997696983,0.060954212200718276,0.0,0.060954212200718276,0.054184527462953096,0.054184527462953096,0.0,0.08821543,0.00026000592154825774,0.28770446379979453
16,"              precision    recall  f1-score   support

     class 0   0.961003  0.962343  0.961672       717
     class 1   0.960744  0.960744  0.960744       484
     class 2   0.968601  0.967681  0.968141      1052

    accuracy                       0.964492      2253
   macro avg   0.963449  0.963589  0.963519      2253
weighted avg   0.964495  0.964492  0.964493      2253
","[[ 690    3   24]
 [  10  465    9]
 [  18   16 1018]]",0.9644917887261429,0.9635891687507403,0.9440473474177311,0.9644917887261429,0.9635190089427147,0.9644932242071549,0.9644917887261429,0.9635891687507403,0.9644917887261429,0.9644917887261429,0.963449306410971,0.9644951613610959,0.021320697493696885,0.06344964412227107,0.1452184242074457,0.061794332561523765,0.0,0.061794332561523765,0.05189612375983557,0.05189612375983557,0.0,0.08320522,0.00025285111140613725,0.3050205111503601
