d0,mean_brier,se_brier,n
0.5,0.04421908100824402,0.007920648065875587,791
0.75,0.04355969584614257,0.00795715489607929,791
1.0,0.0431969593542643,0.00797380667769182,791
1.5,0.04291507363707647,0.007981547072972417,791
2.0,0.04288463686489296,0.007984335021289491,791
3.0,0.04286230035034563,0.007984290074914042,791
4.0,0.04285951130662918,0.00798428890575442,791
5.0,0.04285938350106727,0.007984289156656723,791
6.0,0.042859383501067265,0.007984289156656724,791
8.0,0.042859383501067265,0.007984289156656724,791
10.0,0.04285938350106727,0.007984289156656723,791
12.0,0.042859383501067265,0.007984289156656724,791
