method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.9832262589944767,0.03724189273689282,0.09973504746132218,0.9848293299620733,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.9817402151671399,0.03374582025107926,0.09064608704234087,0.9835651074589128,16.73981204954348
