d0,mean_brier,se_brier,n,target_fold
0.5,0.03684721599708243,0.008189508810302042,630,0
0.75,0.035630902243546224,0.008220715010003056,630,0
1.0,0.035159530052016164,0.008244807360242896,630,0
1.5,0.03489154685707974,0.00825268127315128,630,0
2.0,0.0348762013625834,0.00825587641187562,630,0
3.0,0.034863717027437006,0.008255890119602831,630,0
4.0,0.034863119966700544,0.008255893806902496,630,0
5.0,0.03486309223202672,0.008255893959143093,630,0
6.0,0.03486309223202672,0.008255893959143092,630,0
8.0,0.03486309223202672,0.008255893959143093,630,0
10.0,0.03486309223202672,0.008255893959143093,630,0
12.0,0.03486309223202672,0.008255893959143092,630,0
0.5,0.021083613142298337,0.005977967156055497,632,1
0.75,0.020241294921056422,0.006045436918129409,632,1
1.0,0.01986239686934519,0.006080345694545253,632,1
1.5,0.01958103223227715,0.006088727986451083,632,1
2.0,0.019540882709748603,0.006088704589206072,632,1
3.0,0.019529219672225862,0.006088670557043863,632,1
4.0,0.019528639851324647,0.006088673105265144,632,1
5.0,0.019528612204418785,0.006088673200041467,632,1
6.0,0.019528612204418785,0.006088673200041466,632,1
8.0,0.019528612204418785,0.006088673200041466,632,1
10.0,0.019528612204418785,0.006088673200041467,632,1
12.0,0.019528612204418785,0.006088673200041466,632,1
0.5,0.03725194469252847,0.008633758336260225,582,2
0.75,0.036150411703286194,0.008644044678732813,582,2
1.0,0.03564584508235053,0.00865981898768945,582,2
1.5,0.03538148964227711,0.008668449478342964,582,2
2.0,0.03536476603596837,0.008672015018362041,582,2
3.0,0.03535116857392445,0.008672032482197063,582,2
4.0,0.03535046256985044,0.008672037064250506,582,2
5.0,0.03535043254778084,0.008672037237004365,582,2
6.0,0.03535043254778084,0.008672037237004365,582,2
8.0,0.03535043254778084,0.008672037237004365,582,2
10.0,0.03535043254778084,0.008672037237004365,582,2
12.0,0.03535043254778084,0.008672037237004365,582,2
0.5,0.03541799951975914,0.00786652399243639,658,3
0.75,0.03461022303131392,0.007924434705237222,658,3
1.0,0.034274650082731714,0.007959354747537567,658,3
1.5,0.034070728855192765,0.007970724362301814,658,3
2.0,0.03405837721553851,0.007973768106168611,658,3
3.0,0.03404646946426269,0.007973779337185174,658,3
4.0,0.03404584898274274,0.007973783057228994,658,3
5.0,0.03404582242826781,0.007973783197573825,658,3
6.0,0.03404582242826781,0.007973783197573825,658,3
8.0,0.03404582242826781,0.007973783197573825,658,3
10.0,0.03404582242826781,0.007973783197573825,658,3
12.0,0.03404582242826781,0.007973783197573825,658,3
0.5,0.038138232923364386,0.008373797315232369,662,4
0.75,0.037447859124183136,0.008425568852449456,662,4
1.0,0.03719089125116532,0.00845781784160006,662,4
1.5,0.03702166288818578,0.008468404246395996,662,4
2.0,0.037027475931023915,0.00847120297846995,662,4
3.0,0.03702256967328399,0.008471233204122361,662,4
4.0,0.03702242620013332,0.008471234104530585,662,4
5.0,0.037022426200133324,0.008471234104530585,662,4
6.0,0.037022426200133324,0.008471234104530585,662,4
8.0,0.03702242620013332,0.008471234104530585,662,4
10.0,0.037022426200133324,0.008471234104530585,662,4
12.0,0.037022426200133324,0.008471234104530585,662,4
