method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.9021971662865934,0.17428741125954217,0.36139271564991865,0.9076923076923077,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.9023125996810206,0.16936328203990292,0.35098642277898123,0.9076923076923077,27.255108107730358
