d0,mean_brier,se_brier,n
0.5,0.031600351593944406,0.006241526090298251,791
0.75,0.030811965658647356,0.0062617153187395375,791
1.0,0.030348113315280013,0.006265873082556524,791
1.5,0.030048621380614513,0.006266214482347716,791
2.0,0.02999967454669987,0.006267452475876434,791
3.0,0.03000485136581807,0.0062688724629873386,791
4.0,0.030002124044514893,0.006268881244928241,791
5.0,0.030001995421605993,0.006268881130795582,791
6.0,0.030001995421605993,0.006268881130795582,791
8.0,0.030001995421605997,0.006268881130795582,791
10.0,0.030001995421605993,0.006268881130795582,791
12.0,0.030001995421605993,0.006268881130795582,791
