d0,mean_brier,se_brier,n
0.5,0.027892604176880612,0.006609120207046909,791
0.75,0.02747279624679433,0.006661514356970959,791
1.0,0.027154869179322867,0.006674003772456116,791
1.5,0.026923241473436485,0.006676728780496207,791
2.0,0.02689972060397316,0.0066773954281767,791
3.0,0.026911752476340266,0.006678330580058459,791
4.0,0.026910134115509084,0.006678330413168801,791
5.0,0.02691008282754612,0.0066783305476467636,791
6.0,0.02691008282754612,0.0066783305476467636,791
8.0,0.02691008282754612,0.0066783305476467636,791
10.0,0.02691008282754612,0.0066783305476467636,791
12.0,0.02691008282754612,0.0066783305476467636,791
