d0,mean_brier,se_brier,n
0.5,0.027068927872969904,0.0065114651732631045,791
0.75,0.026790210208412046,0.006579286592713405,791
1.0,0.026559947054763992,0.006602513058997314,791
1.5,0.026380482247245127,0.006610224156518163,791
2.0,0.026346038351809414,0.006610660159380311,791
3.0,0.02634742906827736,0.006611380857796009,791
4.0,0.02634498815210049,0.006611376350743015,791
5.0,0.026344896163406583,0.006611376423824588,791
6.0,0.026344896163406583,0.006611376423824588,791
8.0,0.026344896163406576,0.006611376423824588,791
10.0,0.026344896163406583,0.006611376423824588,791
12.0,0.026344896163406583,0.006611376423824588,791
