direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,LSTM,3407,M0_equal,0.0,455,all target parcels,0.6518260578020575,0.39927924643033924,0.7396033764819939,0.7032967032967034,30.53846153846154
2021_2022_to_2025_2026,LSTM,3407,M2_source_frozen_one_se,0.5,455,all target parcels,0.6669402261450313,0.3941712845572398,0.7433838694088774,0.7164835164835165,27.255108107730358
