direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,LSTM,3407,M0_equal,0.0,791,all target parcels,0.8204555876710232,0.27282487738069644,0.4664072017388459,0.8116308470290771,19.4551201011378
2025_2026_to_2021_2022,LSTM,3407,M2_source_frozen_one_se,0.5,791,all target parcels,0.8237355060368614,0.2649974447399429,0.45703881379843303,0.8154235145385588,16.73981204954348
