d0,mean_brier,se_brier,n
0.5,0.17739268112414922,0.01614648558882357,455
0.75,0.17607677230165963,0.016377855828974525,455
1.0,0.17491253122824077,0.016503195400971497,455
1.5,0.1734283994818565,0.01660061546852019,455
2.0,0.17286703721157162,0.016640721039233787,455
3.0,0.17262569677550427,0.016662079478316733,455
4.0,0.17259428990316794,0.01666423424581018,455
5.0,0.1725926326669627,0.016664457068288847,455
6.0,0.17259256953498536,0.01666445819114778,455
8.0,0.17259256953498536,0.01666445819114778,455
10.0,0.17259256953498536,0.01666445819114778,455
12.0,0.17259256953498536,0.01666445819114778,455
