direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,VanillaTransformer,2026,M0_equal,0.0,791,all target parcels,0.7819878296146044,0.31187182433125754,0.5062448216541355,0.7661188369152971,19.4551201011378
2025_2026_to_2021_2022,VanillaTransformer,2026,M2_source_frozen_one_se,0.5,791,all target parcels,0.788973348494825,0.30441898800033745,0.4980746423791222,0.7737041719342604,16.73981204954348
