method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.987675388229243,0.02892202627955075,0.09020243013452181,0.988621997471555,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.987675388229243,0.02520066004965844,0.08012135007918403,0.988621997471555,16.73981204954348
