d0,mean_brier,se_brier,n
0.5,0.025200660049658444,0.006394764705407559,791
0.75,0.02472351800203076,0.006443601787443245,791
1.0,0.02446288800981514,0.006467134812920702,791
1.5,0.02424950614352387,0.006474300369671876,791
2.0,0.02419268367674216,0.0064740794764410765,791
3.0,0.02416858641139859,0.006473928735830073,791
4.0,0.02416685466672941,0.006473924696344927,791
5.0,0.02416679575101179,0.006473924796719539,791
6.0,0.02416679575101179,0.006473924796719539,791
8.0,0.024166795751011785,0.006473924796719539,791
10.0,0.02416679575101179,0.006473924796719539,791
12.0,0.02416679575101179,0.006473924796719539,791
