direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,VanillaTransformer,3407,M0_equal,0.0,455,all target parcels,0.6453485148045818,0.4285711680161535,0.7689793509205224,0.6747252747252748,30.53846153846154
2021_2022_to_2025_2026,VanillaTransformer,3407,M2_source_frozen_one_se,0.5,455,all target parcels,0.6701460663657494,0.4193048348464517,0.7654199688995773,0.6989010989010989,27.255108107730358
