d0,mean_brier,se_brier,n,target_fold
0.5,0.20047389216240954,0.01676023492646992,365,0
0.75,0.1980701827233107,0.017000819327582028,365,0
1.0,0.19662147722035694,0.01716376129034378,365,0
1.5,0.19517452561987578,0.01730165351713219,365,0
2.0,0.19472564933183617,0.01735272530675396,365,0
3.0,0.19459751840957812,0.01738327835523254,365,0
4.0,0.19456143415477542,0.017385306247104496,365,0
5.0,0.19456213423235394,0.017385630957150518,365,0
6.0,0.19456213634689634,0.017385630897377873,365,0
8.0,0.19456213634689634,0.017385630897377873,365,0
10.0,0.19456213634689634,0.017385630897377873,365,0
12.0,0.19456213634689634,0.017385630897377873,365,0
0.5,0.20533809557702146,0.01726856276369205,364,1
0.75,0.20302020240830213,0.017502786242392803,364,1
1.0,0.20140583383051155,0.017651006324125595,364,1
1.5,0.1997544221473705,0.017775968992346482,364,1
2.0,0.19915013646833638,0.01781963973215918,364,1
3.0,0.19889226983695257,0.017847857999742308,364,1
4.0,0.198870858007035,0.01785158331441029,364,1
5.0,0.19886941624871682,0.017851984118186698,364,1
6.0,0.1988692826290009,0.017851987506308436,364,1
8.0,0.19886928262900092,0.017851987506308436,364,1
10.0,0.19886928262900092,0.017851987506308436,364,1
12.0,0.1988692826290009,0.017851987506308436,364,1
0.5,0.18552151541689774,0.015627606896136077,384,2
0.75,0.18364147909470208,0.015830724935561466,384,2
1.0,0.18224261166321898,0.015953332856310485,384,2
1.5,0.18077425587236307,0.01606639201075109,384,2
2.0,0.18020578467192813,0.01609624338062886,384,2
3.0,0.18002104972634572,0.016115743730021222,384,2
4.0,0.17997992593470116,0.016118301195361326,384,2
5.0,0.17997794723189908,0.016118682933381905,384,2
6.0,0.1799778205715434,0.016118685917060328,384,2
8.0,0.1799778205715434,0.01611868591706033,384,2
10.0,0.17997782057154335,0.016118685917060328,384,2
12.0,0.1799778205715434,0.016118685917060328,384,2
0.5,0.17230473786802294,0.01524425652832492,365,3
0.75,0.16946980809561435,0.015373734094980098,365,3
1.0,0.16759338038110644,0.015456478677832605,365,3
1.5,0.1659328881420769,0.01552581292001571,365,3
2.0,0.16542011653835698,0.015551587556147202,365,3
3.0,0.16526857806046202,0.01557652901866558,365,3
4.0,0.16521363976805484,0.015577048994420091,365,3
5.0,0.16521009787607094,0.015577101678378448,365,3
6.0,0.16520996250789402,0.015577104804755647,365,3
8.0,0.16520996250789402,0.015577104804755647,365,3
10.0,0.165209962507894,0.015577104804755644,365,3
12.0,0.16520996250789402,0.015577104804755647,365,3
0.5,0.19350506182001997,0.01697022087582579,342,4
0.75,0.19143354137755686,0.01724701244940398,342,4
1.0,0.18990251968658547,0.01741247148422378,342,4
1.5,0.18817896998458258,0.017548378390462797,342,4
2.0,0.1875902945333126,0.017598792492790883,342,4
3.0,0.18740649726734734,0.01763367007732665,342,4
4.0,0.18736014327471565,0.01763673599612829,342,4
5.0,0.18735788022972366,0.017637179950220083,342,4
6.0,0.1873577380145874,0.017637183563488125,342,4
8.0,0.18735773801458738,0.01763718356348813,342,4
10.0,0.18735773801458738,0.01763718356348813,342,4
12.0,0.1873577380145874,0.017637183563488125,342,4
