method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.895795339519413,0.19976798395296563,0.4030875326023196,0.9010989010989011,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8908057092909467,0.19133310978773585,0.38790893533443466,0.8967032967032967,27.255108107730358
