d0,mean_brier,se_brier,n
0.5,0.17599913329148717,0.01620328494827295,455
0.75,0.17435980655864278,0.016445913377283742,455
1.0,0.17297775446877744,0.016567868398378503,455
1.5,0.17141820278857287,0.016664778251112008,455
2.0,0.17085718770482974,0.016701954796887894,455
3.0,0.17060136562363437,0.016719388805047655,455
4.0,0.1705584657641173,0.01672101922203894,455
5.0,0.1705568892003285,0.01672129874230154,455
6.0,0.17055684323936127,0.01672129955685229,455
8.0,0.17055684323936127,0.01672129955685229,455
10.0,0.17055684323936127,0.01672129955685229,455
12.0,0.17055684323936127,0.01672129955685229,455
