method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.9806072563700816,0.03865695422367895,0.10541961144695706,0.9823008849557522,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.9791239398273777,0.03633784325533374,0.09841077854407834,0.9810366624525917,16.73981204954348
