method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.891015302333995,0.17975340643175186,0.3664596142984855,0.8967032967032967,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.887885511044661,0.17406849396685378,0.3560849618868674,0.8945054945054945,27.255108107730358
