d0,mean_brier,se_brier,n
0.5,0.16936328203990286,0.01562533116964329,455
0.75,0.1681361658480988,0.01586579244838644,455
1.0,0.16683989941537927,0.015980473309170604,455
1.5,0.16549512764380228,0.016080230860471507,455
2.0,0.16512709565414593,0.016113284112748996,455
3.0,0.16494846222320098,0.01612632279703401,455
4.0,0.16491446255609196,0.016126518039050398,455
5.0,0.1649125672767007,0.016126253151226125,455
6.0,0.1649125579601119,0.016126253358845016,455
8.0,0.1649125579601119,0.016126253358845016,455
10.0,0.1649125579601119,0.016126253358845016,455
12.0,0.1649125579601119,0.016126253358845016,455
