direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,VanillaTransformer,42,M0_equal,0.0,791,all target parcels,0.6847301015128829,0.40568115125957344,0.6207008194180201,0.6687737041719343,19.4551201011378
2025_2026_to_2021_2022,VanillaTransformer,42,M2_source_frozen_one_se,0.5,791,all target parcels,0.6940622770036532,0.39486685252943327,0.6092585296229546,0.6776232616940582,16.73981204954348
