method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.9847107722118432,0.029806100321964523,0.08630367278013246,0.9860935524652339,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.986193800214746,0.026962820768121946,0.07749932797299348,0.9873577749683944,16.73981204954348
