epoch,report,confusion_matrix,accuracy,balanced_accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,ECE,Brier,NLL,Entropy,Epistemic,Aleatoric,train_loss,test_loss
0,"              precision    recall  f1-score   support

     class 0   0.939781  0.969868  0.954588       531
     class 1   0.822917  0.770732  0.795970       205
     class 2   0.829787  0.812500  0.821053       192

    accuracy                       0.893319       928
   macro avg   0.864162  0.851033  0.857203       928
weighted avg   0.891208  0.893319  0.891920       928
","[[515   3  13]
 [ 28 158  19]
 [  5  31 156]]",0.8933189655172413,0.8510332935250257,0.8143024618991794,0.8933189655172413,0.8572033286574335,0.8919201663257658,0.8933189655172413,0.8510332935250257,0.8933189655172413,0.8933189655172413,0.8641616408690099,0.8912077459381187,0.07378200250621467,0.1796455037328906,0.5076660170345677,0.08796287538645452,0.0,0.08796287538645452,,0.04676981270313263
