d0,mean_brier,se_brier,n,target_fold
0.5,0.1798327938941471,0.018460948020239454,365,0
0.75,0.1789656968072658,0.01876875084082706,365,0
1.0,0.17805717176369404,0.01893522218015046,365,0
1.5,0.176923963643157,0.01906483110668824,365,0
2.0,0.17656235896734448,0.019117452282598108,365,0
3.0,0.17642454920728232,0.019141662906705378,365,0
4.0,0.17642324487721264,0.019143834097263616,365,0
5.0,0.17642406198731078,0.019144062605151467,365,0
6.0,0.1764241146775382,0.019144061394881364,365,0
8.0,0.1764241146775382,0.019144061394881364,365,0
10.0,0.1764241146775382,0.019144061394881364,365,0
12.0,0.1764241146775382,0.019144061394881364,365,0
0.5,0.1944214371466056,0.01909348985395843,364,1
0.75,0.19300431304278265,0.019375165798602826,364,1
1.0,0.19173055750826629,0.019527946957511033,364,1
1.5,0.19020678037548908,0.019650824889671105,364,1
2.0,0.18961895736462292,0.01970276651816611,364,1
3.0,0.18935091192156478,0.019730267804046894,364,1
4.0,0.18931599703599686,0.01973305955809784,364,1
5.0,0.18931438608673135,0.019733357546029725,364,1
6.0,0.18931430717175973,0.019733359212679734,364,1
8.0,0.18931430717175973,0.01973335921267973,364,1
10.0,0.18931430717175973,0.019733359212679734,364,1
12.0,0.18931430717175973,0.019733359212679734,364,1
0.5,0.17726664986087678,0.017593424273709468,384,2
0.75,0.17605952923220072,0.017819395159948695,384,2
1.0,0.17482789180576122,0.017929002292113867,384,2
1.5,0.17333021631544124,0.018023817008275028,384,2
2.0,0.1727566009348621,0.0180593428122339,384,2
3.0,0.17247225079073328,0.018074763062292897,384,2
4.0,0.1724361457781678,0.018077147518293892,384,2
5.0,0.1724342332679842,0.01807743474372211,384,2
6.0,0.17243415846316731,0.018077436195851337,384,2
8.0,0.17243415846316731,0.018077436195851337,384,2
10.0,0.17243415846316734,0.018077436195851337,384,2
12.0,0.17243415846316731,0.018077436195851337,384,2
0.5,0.15538558686149456,0.016414797097078878,365,3
0.75,0.1535142558368947,0.0165911357038508,365,3
1.0,0.15222404010980758,0.01669087480236779,365,3
1.5,0.1506249850657898,0.016755934581627212,365,3
2.0,0.14997470198271828,0.016781170965366046,365,3
3.0,0.14971911118386771,0.016803298154497628,365,3
4.0,0.1496735613324073,0.016804672961319312,365,3
5.0,0.14967016521415294,0.016804744367759042,365,3
6.0,0.1496700338251593,0.01680474695237691,365,3
8.0,0.14967003382515928,0.01680474695237691,365,3
10.0,0.1496700338251593,0.01680474695237691,365,3
12.0,0.1496700338251593,0.01680474695237691,365,3
0.5,0.18029290643918497,0.018603086184150144,342,4
0.75,0.17907635585135676,0.01890136352946017,342,4
1.0,0.1779658804536518,0.01907463051371453,342,4
1.5,0.17628727969709307,0.01920498382790805,342,4
2.0,0.17564954748122125,0.019263388895670273,342,4
3.0,0.17538963697531243,0.0192946399710861,342,4
4.0,0.1753502060155996,0.019297895992984336,342,4
5.0,0.1753480012130458,0.019298237732440434,342,4
6.0,0.17534791722167248,0.019298239485063297,342,4
8.0,0.1753479172216725,0.019298239485063293,342,4
10.0,0.17534791722167248,0.019298239485063297,342,4
12.0,0.17534791722167248,0.019298239485063297,342,4
