method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.987666145108935,0.029538052597993327,0.08526098108465521,0.988621997471555,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.9847107722118432,0.027892604176880612,0.0780876445620004,0.9860935524652339,16.73981204954348
