d0,mean_brier,se_brier,n
0.5,0.1734124883881768,0.016330578546436728,455
0.75,0.17213962846199843,0.01658972915928739,455
1.0,0.17103235160877037,0.016724288895692843,455
1.5,0.1696280322665584,0.016818422632208993,455
2.0,0.16911656858206608,0.016851269752894145,455
3.0,0.16887929081626513,0.016867388120101977,455
4.0,0.16883485921107527,0.01686828758367435,455
5.0,0.16883229019756307,0.016868327223351662,455
6.0,0.16883222358028632,0.01686832842502643,455
8.0,0.16883222358028632,0.01686832842502643,455
10.0,0.16883222358028632,0.01686832842502643,455
12.0,0.16883222358028632,0.01686832842502643,455
