d0,mean_brier,se_brier,n
0.5,0.17075669240153865,0.017361259911353958,455
0.75,0.17035250848561256,0.01754087546038716,455
1.0,0.16993812789239282,0.01763271758428204,455
1.5,0.1692570423348747,0.017695015655827186,455
2.0,0.16906234129098696,0.01771971697908559,455
3.0,0.1689246943204665,0.01773107195682556,455
4.0,0.16890207628669215,0.017730313871795196,455
5.0,0.16889789212848383,0.017729738641868102,455
6.0,0.1688978389055873,0.017729739694023965,455
8.0,0.1688978389055873,0.017729739694023965,455
10.0,0.1688978389055873,0.017729739694023965,455
12.0,0.1688978389055873,0.017729739694023965,455
