direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,STSMamba,3407,M0_equal,0.0,791,all target parcels,0.6555326611520761,0.4505543856957911,0.6682403236455058,0.6447534766118836,19.4551201011378
2025_2026_to_2021_2022,STSMamba,3407,M2_source_frozen_one_se,0.5,791,all target parcels,0.6667380774543904,0.4437452953285318,0.6603185013812835,0.6548672566371682,16.73981204954348
