method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8908406971483682,0.18442443543951492,0.37626745755549107,0.8967032967032967,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8949412391799821,0.17599913329148717,0.3613180471931811,0.9010989010989011,27.255108107730358
