d0,mean_brier,se_brier,n,target_fold
0.5,0.033099179469258534,0.006853466355997298,630,0
0.75,0.03235753987431803,0.006893952410276207,630,0
1.0,0.03191361495742261,0.006905577803262645,630,0
1.5,0.03156417836254478,0.00690546949826557,630,0
2.0,0.03149934511448961,0.006906331668200778,630,0
3.0,0.031493527236775856,0.006907245836279343,630,0
4.0,0.031489923715037574,0.006907235168088422,630,0
5.0,0.03148968565010731,0.006907234365206396,630,0
6.0,0.03148968565010731,0.006907234365206396,630,0
8.0,0.03148968565010731,0.006907234365206396,630,0
10.0,0.03148968565010731,0.006907234365206396,630,0
12.0,0.03148968565010731,0.006907234365206396,630,0
0.5,0.023117508380723423,0.005258958747254571,632,1
0.75,0.022528198856566022,0.0053074248799861385,632,1
1.0,0.022101064672581265,0.005320635817303185,632,1
1.5,0.021759853703551185,0.005321228048708704,632,1
2.0,0.02168826688845172,0.0053220028439335265,632,1
3.0,0.021676662191091874,0.005323151676994895,632,1
4.0,0.021672456871836308,0.005323125505536715,632,1
5.0,0.021672219560276082,0.0053231237766921775,632,1
6.0,0.021672219560276082,0.0053231237766921775,632,1
8.0,0.021672219560276082,0.0053231237766921775,632,1
10.0,0.021672219560276082,0.0053231237766921775,632,1
12.0,0.021672219560276082,0.0053231237766921775,632,1
0.5,0.03459833427017396,0.007590931050696528,582,2
0.75,0.03360569292947455,0.007591399099697223,582,2
1.0,0.03302588420093532,0.007589946199420084,582,2
1.5,0.03258413576395105,0.007588336387529844,582,2
2.0,0.032469529586895564,0.007588232669069971,582,2
3.0,0.032427038960064346,0.007588209483440073,582,2
4.0,0.032422389354493354,0.007588199515098371,582,2
5.0,0.03242213165534205,0.007588198713137729,582,2
6.0,0.032422131655342044,0.007588198713137729,582,2
8.0,0.032422131655342044,0.007588198713137729,582,2
10.0,0.03242213165534205,0.007588198713137729,582,2
12.0,0.032422131655342044,0.007588198713137729,582,2
0.5,0.032037255872827415,0.006599480517672269,658,3
0.75,0.031402512785623414,0.006638528672158548,658,3
1.0,0.030995499495484795,0.00665117195807925,658,3
1.5,0.030685622638840046,0.006651507920172867,658,3
2.0,0.030626954544322467,0.006652334946733506,658,3
3.0,0.030617181883330402,0.006653212518201554,658,3
4.0,0.03061301016557434,0.006653202294496393,658,3
5.0,0.03061278223106664,0.006653201484713873,658,3
6.0,0.030612782231066647,0.006653201484713873,658,3
8.0,0.03061278223106665,0.006653201484713873,658,3
10.0,0.03061278223106664,0.006653201484713873,658,3
12.0,0.030612782231066647,0.006653201484713873,658,3
0.5,0.03162576584666669,0.007122045427018002,662,4
0.75,0.031150697767213895,0.00716090917846182,662,4
1.0,0.030860095120673715,0.007173687760522218,662,4
1.5,0.030647594488768866,0.007175132881653301,662,4
2.0,0.03061566057050013,0.007176235230215809,662,4
3.0,0.030618757161751706,0.007177130478825488,662,4
4.0,0.030617783972807722,0.0071771325647326766,662,4
5.0,0.030617783972807715,0.007177132564732676,662,4
6.0,0.030617783972807715,0.0071771325647326766,662,4
8.0,0.030617783972807722,0.0071771325647326766,662,4
10.0,0.030617783972807715,0.007177132564732676,662,4
12.0,0.030617783972807715,0.0071771325647326766,662,4
