d0,mean_brier,se_brier,n
0.5,0.029381380858518304,0.0071140932368408205,791
0.75,0.02899903501711214,0.007191681802407788,791
1.0,0.028714974059977,0.007226009319514834,791
1.5,0.028454841874230807,0.007236335566976444,791
2.0,0.028392380022757537,0.007235965291342319,791
3.0,0.02836407188914942,0.007235701009508595,791
4.0,0.028361170909075306,0.007235685686318275,791
5.0,0.028361048063091462,0.007235685629799051,791
6.0,0.028361048063091462,0.007235685629799053,791
8.0,0.028361048063091462,0.007235685629799053,791
10.0,0.028361048063091462,0.007235685629799051,791
12.0,0.028361048063091462,0.007235685629799053,791
