method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.9891478377232485,0.03347340868758391,0.10402588127015332,0.9898862199747156,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.987666145108935,0.030048789988021646,0.09459115183496003,0.988621997471555,16.73981204954348
