d0,mean_brier,se_brier,n
0.5,0.02804664324770106,0.00586249822158708,791
0.75,0.027390755736247777,0.005896764679459271,791
1.0,0.02700323138318011,0.005905710205940411,791
1.5,0.026728398818813184,0.00590760547476395,791
2.0,0.02667765839827962,0.005908379230737211,791
3.0,0.026674468961333953,0.005909286797405521,791
4.0,0.026671433563311135,0.005909286322262113,791
5.0,0.026671304954367776,0.005909286095694631,791
6.0,0.026671304954367776,0.005909286095694631,791
8.0,0.026671304954367776,0.005909286095694631,791
10.0,0.026671304954367776,0.005909286095694631,791
12.0,0.026671304954367776,0.005909286095694631,791
