direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,TempCNN,2025,M0_equal,0.0,455,all target parcels,0.7177635488681857,0.3407494249099667,0.6089771438856446,0.7538461538461538,30.53846153846154
2021_2022_to_2025_2026,TempCNN,2025,M2_source_frozen_one_se,0.5,455,all target parcels,0.725140098750483,0.33869508493483197,0.6102028614322709,0.7604395604395604,27.255108107730358
