d0,mean_brier,se_brier,n
0.5,0.17406543746688546,0.015957003550246374,455
0.75,0.17246484962456216,0.01618231820879379,455
1.0,0.17138536881563696,0.016319770773690512,455
1.5,0.16996528829283183,0.016422650206713636,455
2.0,0.16944274709105017,0.01646047199554772,455
3.0,0.16921980898997896,0.016478957348464253,455
4.0,0.16917463426091173,0.016479672512412842,455
5.0,0.16917230746887832,0.01647956530450363,455
6.0,0.16917223275873067,0.016479566607074874,455
8.0,0.16917223275873067,0.016479566607074874,455
10.0,0.16917223275873067,0.016479566607074874,455
12.0,0.16917223275873067,0.016479566607074874,455
