direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,TempCNN,2025,M0_equal,0.0,791,all target parcels,0.6096015690126517,0.47026290513476215,0.7630858613003448,0.6106194690265486,19.4551201011378
2025_2026_to_2021_2022,TempCNN,2025,M2_source_frozen_one_se,0.5,791,all target parcels,0.6171943585328784,0.45993409742196145,0.7494501099141161,0.618204804045512,16.73981204954348
