d0,mean_brier,se_brier,n
0.5,0.19184950436379938,0.014380120703406165,455
0.75,0.18955822156206967,0.014564927725584808,455
1.0,0.18794749352119236,0.01466515036225208,455
1.5,0.18639927291366334,0.014754512049946635,455
2.0,0.18586949003967254,0.014790752766355865,455
3.0,0.18565652332616958,0.014814820142149847,455
4.0,0.18561975281216267,0.014817501723127248,455
5.0,0.18561985995594402,0.014818049633610707,455
6.0,0.1856197130897335,0.014818052804191122,455
8.0,0.1856197130897335,0.014818052804191122,455
10.0,0.1856197130897335,0.014818052804191122,455
12.0,0.1856197130897335,0.014818052804191122,455
