method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.9817402151671399,0.0334181268038219,0.09323959995537653,0.9835651074589128,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.9832262589944767,0.03094861562047654,0.08562105496587176,0.9848293299620733,16.73981204954348
