d0,mean_brier,se_brier,n,target_fold
0.5,0.02512919792066741,0.006785142783676735,630,0
0.75,0.02467138398190116,0.00687802062727083,630,0
1.0,0.02428052988541599,0.00690794443805493,630,0
1.5,0.023961343268811403,0.006913081883757098,630,0
2.0,0.023891026257797186,0.0069123744173698555,630,0
3.0,0.023870813438276954,0.00691216744737764,630,0
4.0,0.023868711328757317,0.006912181607649615,630,0
5.0,0.02386858554868988,0.006912181603898132,630,0
6.0,0.02386858554868988,0.006912181603898132,630,0
8.0,0.023868585548689876,0.006912181603898132,630,0
10.0,0.02386858554868988,0.006912181603898132,630,0
12.0,0.02386858554868988,0.006912181603898132,630,0
0.5,0.019942066321616957,0.0059315143651807855,632,1
0.75,0.01979203424480685,0.006076588814052862,632,1
1.0,0.01959701116664166,0.006144898579719186,632,1
1.5,0.019403830167606457,0.006167021672578153,632,1
2.0,0.01934623319438409,0.0061664400315689614,632,1
3.0,0.01932622826833257,0.006166186500612333,632,1
4.0,0.019324063144652567,0.0061662001249656075,632,1
5.0,0.019323937762623315,0.006166199974337138,632,1
6.0,0.019323937762623315,0.006166199974337138,632,1
8.0,0.019323937762623315,0.006166199974337138,632,1
10.0,0.019323937762623315,0.006166199974337138,632,1
12.0,0.019323937762623315,0.006166199974337138,632,1
0.5,0.02679387792037391,0.0074104041682725415,582,2
0.75,0.026385168179238278,0.007482777517320505,582,2
1.0,0.02599183453355908,0.007510361016504785,582,2
1.5,0.025667055185693524,0.007520454756779847,582,2
2.0,0.02557923809782693,0.00751965553903246,582,2
3.0,0.025549623812427133,0.0075193955352918385,582,2
4.0,0.02554721680552644,0.007519412344812992,582,2
5.0,0.02554708065184519,0.007519412393082373,582,2
6.0,0.02554708065184519,0.007519412393082371,582,2
8.0,0.02554708065184519,0.007519412393082373,582,2
10.0,0.02554708065184519,0.007519412393082373,582,2
12.0,0.02554708065184519,0.007519412393082371,582,2
0.5,0.02516630182071311,0.006674449805672712,658,3
0.75,0.024983924873655743,0.006801742220436219,658,3
1.0,0.024808819705588417,0.006858064892338839,658,3
1.5,0.024627614522903782,0.006875408185405574,658,3
2.0,0.024565682386205198,0.006874787939040618,658,3
3.0,0.02454594746214727,0.006874602775764268,658,3
4.0,0.024543810946313277,0.006874616715558066,658,3
5.0,0.024543690518589137,0.0068746167301009095,658,3
6.0,0.024543690518589137,0.0068746167301009095,658,3
8.0,0.024543690518589137,0.0068746167301009095,658,3
10.0,0.024543690518589137,0.0068746167301009095,658,3
12.0,0.024543690518589137,0.0068746167301009095,658,3
0.5,0.02678517653815412,0.007265874483207569,662,4
0.75,0.026650726260129983,0.007386415735615653,662,4
1.0,0.026517632649767687,0.007438107690248559,662,4
1.5,0.026325532882606324,0.00745375491120316,662,4
2.0,0.02629493027954522,0.0074536934151983435,662,4
3.0,0.02629225550852081,0.007453771265449544,662,4
4.0,0.026292021029752345,0.00745377238670682,662,4
5.0,0.026292021029752352,0.00745377238670682,662,4
6.0,0.026292021029752345,0.00745377238670682,662,4
8.0,0.026292021029752345,0.00745377238670682,662,4
10.0,0.026292021029752352,0.00745377238670682,662,4
12.0,0.026292021029752345,0.00745377238670682,662,4
