method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.987675388229243,0.0272654722161449,0.08389599198952208,0.988621997471555,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.987675388229243,0.024753486416317083,0.07568066098117998,0.988621997471555,16.73981204954348
