direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,XGBoost,2027,M0_equal,0.0,455,all target parcels,0.6194479613368729,0.4899843233740529,0.8344836097936218,0.6351648351648351,30.53846153846154
2021_2022_to_2025_2026,XGBoost,2027,M2_source_frozen_one_se,0.5,455,all target parcels,0.6145176910301374,0.49036131328944177,0.8491221730743079,0.6285714285714286,27.255108107730358
