direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,STSMamba,3407,M0_equal,0.0,455,all target parcels,0.635382363469252,0.482918308824668,0.8523331608440458,0.6505494505494506,30.53846153846154
2021_2022_to_2025_2026,STSMamba,3407,M2_source_frozen_one_se,0.5,455,all target parcels,0.6378943399659692,0.48172566555610535,0.86305524974654,0.6527472527472528,27.255108107730358
