d0,mean_brier,se_brier,n
0.5,0.02475348641631708,0.00610701465554691,791
0.75,0.024491121612738264,0.006206945941552846,791
1.0,0.024237727169432486,0.0062488267128073625,791
1.5,0.02399796655110878,0.006261386442394055,791
2.0,0.023937024446706763,0.006260911467730196,791
3.0,0.023918892657164015,0.006260775375933947,791
4.0,0.023917105483477905,0.006260785787282366,791
5.0,0.023917005304663137,0.006260785785636324,791
6.0,0.023917005304663133,0.006260785785636323,791
8.0,0.023917005304663133,0.006260785785636323,791
10.0,0.023917005304663137,0.006260785785636324,791
12.0,0.023917005304663133,0.006260785785636323,791
