d0,mean_brier,se_brier,n
0.5,0.02609437477332781,0.006223693379747201,791
0.75,0.025316528532325133,0.006249492190876414,791
1.0,0.024983383511941532,0.006268869684556766,791
1.5,0.024767440169477312,0.006275670150611038,791
2.0,0.024725920664102827,0.006275540836358121,791
3.0,0.02470942079309624,0.006275464213852408,791
4.0,0.024707771956693866,0.006275456089493857,791
5.0,0.024707708833173376,0.0062754562070816075,791
6.0,0.024707708833173372,0.0062754562070816075,791
8.0,0.024707708833173372,0.006275456207081608,791
10.0,0.024707708833173376,0.0062754562070816075,791
12.0,0.024707708833173372,0.0062754562070816075,791
