d0,mean_brier,se_brier,n
0.5,0.030852007036126772,0.0060072254866673285,791
0.75,0.030172629714905207,0.006036838599438625,791
1.0,0.029746819386569832,0.0060455959427403935,791
1.5,0.029418923568770166,0.006045745367111173,791
2.0,0.02935175148642175,0.0060463773697066675,791
3.0,0.02933907467098841,0.00604705107015981,791
4.0,0.029335590697451317,0.006047042442777304,791
5.0,0.02933540108821483,0.006047041775703047,791
6.0,0.029335401088214832,0.006047041775703049,791
8.0,0.02933540108821483,0.006047041775703049,791
10.0,0.02933540108821483,0.006047041775703047,791
12.0,0.029335401088214832,0.006047041775703049,791
