direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,TempCNN,42,M0_equal,0.0,455,all target parcels,0.7400200065498219,0.3147814829666274,0.5641980362079181,0.7736263736263737,30.53846153846154
2021_2022_to_2025_2026,TempCNN,42,M2_source_frozen_one_se,0.5,455,all target parcels,0.735300074369804,0.31069832505270134,0.5586983572854575,0.7736263736263737,27.255108107730358
