method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8958103652243953,0.2006447506553228,0.4097576258702622,0.9010989010989011,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8909084044400816,0.1928473196908415,0.39560706597952644,0.8967032967032967,27.255108107730358
