direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,TempCNN,2026,M0_equal,0.0,791,all target parcels,0.6807617302823736,0.407124515833739,0.6752221037728164,0.6675094816687737,19.4551201011378
2025_2026_to_2021_2022,TempCNN,2026,M2_source_frozen_one_se,0.5,791,all target parcels,0.6908683156150847,0.3985531049329058,0.6639601529686636,0.6763590391908976,16.73981204954348
