method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8906932955073247,0.16695401018790187,0.3196347345445915,0.8967032967032967,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8906932955073247,0.16112526353616374,0.3103589432767311,0.8967032967032967,27.255108107730358
