direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2021_2022_to_2025_2026,LSTM,2027,M0_equal,0.0,455,all target parcels,0.6225547350693095,0.4546004794765439,0.8185720533819562,0.6681318681318681,30.53846153846154
2021_2022_to_2025_2026,LSTM,2027,M2_source_frozen_one_se,0.5,455,all target parcels,0.6439736576734109,0.44498989462914323,0.8165426424431798,0.6901098901098901,27.255108107730358
