direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,TempCNN,42,M0_equal,0.0,791,all target parcels,0.6550309853073375,0.4239101727026739,0.7352256556319658,0.6536030341340076,19.4551201011378
2025_2026_to_2021_2022,TempCNN,42,M2_source_frozen_one_se,0.5,791,all target parcels,0.6699354207283718,0.4160164696204581,0.7238269339905111,0.6649810366624526,16.73981204954348
