d0,mean_brier,se_brier,n
0.5,0.1864875814945132,0.014676216996114134,455
0.75,0.18392774088823552,0.014854042851987303,455
1.0,0.18214081004455362,0.014958109879352541,455
1.5,0.18059538932839272,0.015061718825017303,455
2.0,0.18011073048512122,0.015103218849475545,455
3.0,0.17993172561228304,0.015131519369644807,455
4.0,0.1799035008533357,0.01513577739476348,455
5.0,0.179903046651745,0.015136157958229117,455
6.0,0.1799031887690824,0.015136155214660331,455
8.0,0.1799031887690824,0.015136155214660331,455
10.0,0.17990318876908235,0.015136155214660331,455
12.0,0.1799031887690824,0.015136155214660331,455
