method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,791,all spatial OOF parcels,0.987666145108935,0.02661438047550693,0.07969128680745698,0.988621997471555,19.4551201011378
M2_linear_one_se_crossfit,,791,all spatial OOF parcels,0.987666145108935,0.024192162045584945,0.07171271730718914,0.988621997471555,16.73981204954348
