d0,mean_brier,se_brier,n,target_fold
0.5,0.026364729198082405,0.0071005849584501665,630,0
0.75,0.025891954631067714,0.007182601648608771,630,0
1.0,0.02557186031340257,0.007210591039780263,630,0
1.5,0.025423856576640088,0.007222586940755635,630,0
2.0,0.025426719936216497,0.007225666158898721,630,0
3.0,0.025461077880551932,0.007228813705973643,630,0
4.0,0.025458780876935816,0.007228808194588971,630,0
5.0,0.025458679236690374,0.007228808311142619,630,0
6.0,0.025458679236690374,0.007228808311142619,630,0
8.0,0.025458679236690374,0.007228808311142619,630,0
10.0,0.025458679236690374,0.007228808311142619,630,0
12.0,0.025458679236690374,0.007228808311142619,630,0
0.5,0.01835593884697886,0.005715739204106908,632,1
0.75,0.0179656910755987,0.0058027622400853565,632,1
1.0,0.017684102602262945,0.005837309475597968,632,1
1.5,0.017530184905245407,0.005852081506945175,632,1
2.0,0.01752767722173972,0.0058558914467531885,632,1
3.0,0.017559359040370454,0.0058598314076758785,632,1
4.0,0.017556873332859532,0.00585982044716435,632,1
5.0,0.017556772014260435,0.0058598203735135915,632,1
6.0,0.017556772014260435,0.0058598203735135915,632,1
8.0,0.01755677201426043,0.0058598203735135915,632,1
10.0,0.017556772014260435,0.0058598203735135915,632,1
12.0,0.017556772014260435,0.0058598203735135915,632,1
0.5,0.025891579721472237,0.007589420557050918,582,2
0.75,0.02519526709194091,0.007609599301862616,582,2
1.0,0.02470714354573178,0.007601692024303478,582,2
1.5,0.02441723719502543,0.007600529554934167,582,2
2.0,0.02434810612238168,0.00760041633628041,582,2
3.0,0.024323461861573602,0.007600351692221388,582,2
4.0,0.024320795347167665,0.00760034579636196,582,2
5.0,0.024320685324221564,0.0076003458979207105,582,2
6.0,0.024320685324221564,0.007600345897920711,582,2
8.0,0.024320685324221564,0.0076003458979207105,582,2
10.0,0.024320685324221564,0.0076003458979207105,582,2
12.0,0.024320685324221564,0.007600345897920711,582,2
0.5,0.023847166033491327,0.006721343877335507,658,3
0.75,0.023593862657812794,0.006801158697958987,658,3
1.0,0.023395264850776507,0.006833030832395343,658,3
1.5,0.023301952688328423,0.006845558068663559,658,3
2.0,0.023307348744216475,0.006848548311202365,658,3
3.0,0.02333897516305367,0.006851614867939574,658,3
4.0,0.02333655691149871,0.006851609442392577,658,3
5.0,0.023336459596370093,0.00685160950923338,658,3
6.0,0.023336459596370093,0.00685160950923338,658,3
8.0,0.023336459596370093,0.00685160950923338,658,3
10.0,0.023336459596370093,0.00685160950923338,658,3
12.0,0.023336459596370093,0.00685160950923338,658,3
0.5,0.0265452164927705,0.007348355390405066,662,4
0.75,0.02614717222464224,0.007413015481122403,662,4
1.0,0.025950724258123024,0.007439809504039088,662,4
1.5,0.025872419322018392,0.007450890032096943,662,4
2.0,0.02590101098777264,0.0074537673838513665,662,4
3.0,0.025944595165071534,0.007456616717870917,662,4
4.0,0.025944266998621863,0.007456618168154914,662,4
5.0,0.025944266998621863,0.007456618168154914,662,4
6.0,0.025944266998621863,0.007456618168154914,662,4
8.0,0.025944266998621863,0.007456618168154914,662,4
10.0,0.025944266998621863,0.007456618168154914,662,4
12.0,0.025944266998621863,0.007456618168154914,662,4
