d0,mean_brier,se_brier,n,target_fold
0.5,0.03388388758664137,0.008270475133526922,630,0
0.75,0.03338176963884819,0.00832413878861511,630,0
1.0,0.033055833383670526,0.008334522645612682,630,0
1.5,0.03290291473810613,0.008337929636020496,630,0
2.0,0.03288197389984512,0.008339113061395993,630,0
3.0,0.03288392379818739,0.0083410334658277,630,0
4.0,0.03288142814965714,0.008341178123964798,630,0
5.0,0.032881177034507304,0.008341177370741486,630,0
6.0,0.03288117703450731,0.008341177370741486,630,0
8.0,0.03288117703450731,0.008341177370741486,630,0
10.0,0.032881177034507304,0.008341177370741486,630,0
12.0,0.03288117703450731,0.008341177370741486,630,0
0.5,0.021854695793708755,0.0062363410645888216,632,1
0.75,0.021514546224014625,0.006304141018098715,632,1
1.0,0.02125388462728189,0.006319847567319754,632,1
1.5,0.0211266021369883,0.006325722597185098,632,1
2.0,0.021109340837405708,0.006327462677081141,632,1
3.0,0.021110278890428665,0.006329987485920905,632,1
4.0,0.021107688832435335,0.006330170025218743,632,1
5.0,0.02110743851195369,0.00633016830113673,632,1
6.0,0.02110743851195369,0.00633016830113673,632,1
8.0,0.02110743851195369,0.00633016830113673,632,1
10.0,0.02110743851195369,0.00633016830113673,632,1
12.0,0.02110743851195369,0.00633016830113673,632,1
0.5,0.032562294476970496,0.008603744387004297,582,2
0.75,0.03192138465924251,0.00862050464056597,582,2
1.0,0.03153471790949132,0.008622421597740232,582,2
1.5,0.03134111538753248,0.00862304048558134,582,2
2.0,0.031315376746940835,0.008624379201620711,582,2
3.0,0.03131591172188313,0.00862656479239299,582,2
4.0,0.0313131064384422,0.008626728450089403,582,2
5.0,0.03131283461276454,0.00862672751154577,582,2
6.0,0.031312834612764545,0.00862672751154577,582,2
8.0,0.03131283461276454,0.00862672751154577,582,2
10.0,0.03131283461276454,0.00862672751154577,582,2
12.0,0.031312834612764545,0.00862672751154577,582,2
0.5,0.03207102243467781,0.007858019267054159,658,3
0.75,0.03168555043401831,0.007899194185479243,658,3
1.0,0.03140384541660441,0.007907059733220916,658,3
1.5,0.03126975421784218,0.007911017866096525,658,3
2.0,0.031248437563620845,0.00791215012977148,658,3
3.0,0.03124949025053467,0.007914010305991226,658,3
4.0,0.031246987661792937,0.007914149927661636,658,3
5.0,0.031246747232394154,0.007914149124394658,658,3
6.0,0.031246747232394154,0.007914149124394658,658,3
8.0,0.031246747232394154,0.007914149124394658,658,3
10.0,0.031246747232394154,0.007914149124394658,658,3
12.0,0.031246747232394154,0.007914149124394658,658,3
0.5,0.03447263104257616,0.008420667985194655,662,4
0.75,0.03412051620998194,0.00846848802747112,662,4
1.0,0.03385381631899176,0.00847680245648938,662,4
1.5,0.033708714017372556,0.008477907572099564,662,4
2.0,0.03369077641103868,0.008477791136571154,662,4
3.0,0.03368792966678029,0.008477807151214236,662,4
4.0,0.0336877713294398,0.008477808032212649,662,4
5.0,0.0336877713294398,0.008477808032212649,662,4
6.0,0.0336877713294398,0.008477808032212649,662,4
8.0,0.0336877713294398,0.008477808032212649,662,4
10.0,0.0336877713294398,0.008477808032212649,662,4
12.0,0.0336877713294398,0.008477808032212649,662,4
