epoch,report,confusion_matrix,accuracy,balanced_accuracy,kappa,f1_micro,f1_macro,f1_weighted,recall_micro,recall_macro,recall_weighted,precision_micro,precision_macro,precision_weighted,ECE,Brier,NLL,Entropy,Epistemic,Aleatoric,train_loss,train_ce_loss,train_parcel_loss,test_loss,learning_rate,time
0,"              precision    recall  f1-score   support

     class 0   0.901328  0.994764  0.945744       955
     class 1   0.818381  0.916667  0.864740       408
     class 2   0.971154  0.859907  0.912151      1292

    accuracy                       0.917137      2655
   macro avg   0.896954  0.923779  0.907545      2655
weighted avg   0.922561  0.917137  0.916949      2655
","[[ 950    1    4]
 [   5  374   29]
 [  99   82 1111]]",0.9171374764595104,0.9237793951051533,0.8665814213087355,0.9171374764595104,0.907545034345203,0.9169486690485928,0.9171374764595104,0.9237793951051533,0.9171374764595104,0.9171374764595104,0.8969542877937076,0.9225606831353649,0.05277527907155561,0.12948149066365425,0.26751874888328964,0.38951049201795546,0.0,0.38951049201795546,0.5275600978845283,0.5275600978845283,0.0,0.095764294,0.00011999999999999999,0.2437785307566325
1,"              precision    recall  f1-score   support

     class 0   0.973361  0.994764  0.983946       955
     class 1   0.799595  0.968137  0.875831       408
     class 2   0.986498  0.904799  0.943884      1292

    accuracy                       0.946893      2655
   macro avg   0.919818  0.955900  0.934554      2655
weighted avg   0.953051  0.946893  0.947836      2655
","[[ 950    2    3]
 [   0  395   13]
 [  26   97 1169]]",0.9468926553672317,0.955900138139209,0.9146160693900816,0.9468926553672317,0.9345537859339695,0.9478363808670038,0.9468926553672317,0.955900138139209,0.9468926553672317,0.9468926553672317,0.9198178959111561,0.9530506660282021,0.03206663819167172,0.08522370288104232,0.1663222887922356,0.2551877594126942,0.0,0.2551877594126942,0.18430678782206547,0.18430678782206547,0.0,0.050762743,0.00017999999999999998,0.4864912390708923
2,"              precision    recall  f1-score   support

     class 0   0.972364  0.994764  0.983437       955
     class 1   0.772640  0.982843  0.865156       408
     class 2   0.991372  0.889319  0.937576      1292

    accuracy                       0.941620      2655
   macro avg   0.912125  0.955642  0.928723      2655
weighted avg   0.950922  0.941620  0.942943      2655
","[[ 950    2    3]
 [   0  401    7]
 [  27  116 1149]]",0.9416195856873822,0.9556421402031926,0.9066161236813024,0.9416195856873822,0.9287232569815173,0.9429434465523564,0.9416195856873822,0.9556421402031926,0.9416195856873822,0.9416195856873822,0.9121253149253223,0.9509218217926114,0.026036569942541492,0.08409399984630171,0.16117547893352402,0.22778179484169656,0.0,0.22778179484169656,0.13573515037947062,0.13573515037947062,0.0,0.04256031,0.00023999999999999998,0.7305040796597798
3,"              precision    recall  f1-score   support

     class 0   0.958794  0.998953  0.978462       955
     class 1   0.929577  0.970588  0.949640       408
     class 2   0.991086  0.946594  0.968329      1292

    accuracy                       0.969115      2655
   macro avg   0.959819  0.972045  0.965477      2655
weighted avg   0.970018  0.969115  0.969102      2655
","[[ 954    0    1]
 [   2  396   10]
 [  39   30 1223]]",0.9691148775894539,0.9720451807066173,0.9497282633794726,0.9691148775894539,0.9654770669121563,0.9691019052736309,0.9691148775894539,0.9720451807066173,0.9691148775894539,0.9691148775894539,0.9598191113839184,0.970018391341481,0.021513677211614866,0.04819465144314482,0.09783600909180884,0.17007391152122384,0.0,0.17007391152122384,0.1237442528333845,0.1237442528333845,0.0,0.021622758,0.0003,0.974287231763204
4,"              precision    recall  f1-score   support

     class 0   0.972421  0.996859  0.984488       955
     class 1   0.895323  0.985294  0.938156       408
     class 2   0.994295  0.944272  0.968638      1292

    accuracy                       0.969492      2655
   macro avg   0.954013  0.975475  0.963761      2655
weighted avg   0.971218  0.969492  0.969655      2655
","[[ 952    1    2]
 [   1  402    5]
 [  26   46 1220]]",0.9694915254237289,0.9754750674036492,0.9505120577024506,0.9694915254237289,0.9637609384977885,0.9696552480865375,0.9694915254237289,0.9754750674036492,0.9694915254237289,0.9694915254237289,0.954012935326868,0.971217640759868,0.010203439522631579,0.04514268064263498,0.0878646385248988,0.1230859378622608,0.0,0.1230859378622608,0.10721287664167489,0.10721287664167489,0.0,0.017224846,0.0003,1.2188221255938212
5,"              precision    recall  f1-score   support

     class 0   0.972449  0.997906  0.985013       955
     class 1   0.941315  0.982843  0.961631       408
     class 2   0.994396  0.961300  0.977568      1292

    accuracy                       0.977778      2655
   macro avg   0.969386  0.980683  0.974737      2655
weighted avg   0.978344  0.977778  0.977797      2655
","[[ 953    1    1]
 [   1  401    6]
 [  26   24 1242]]",0.9777777777777777,0.9806830686715763,0.9637866020715233,0.9777777777777777,0.9747371673330273,0.9777967502092141,0.9777777777777777,0.9806830686715763,0.9777777777777777,0.9777777777777777,0.9693863499985258,0.9783443015985452,0.006492792792802139,0.03689529264610394,0.07382264495097073,0.09080108243619964,0.0,0.09080108243619964,0.08960630431111101,0.08960630431111101,0.0,0.015324277,0.0002996528771620249,1.461831021308899
6,"              precision    recall  f1-score   support

     class 0   0.988518  0.991623  0.990068       955
     class 1   0.900901  0.980392  0.938967       408
     class 2   0.991221  0.961300  0.976031      1292

    accuracy                       0.975141      2655
   macro avg   0.960213  0.977772  0.968356      2655
weighted avg   0.976369  0.975141  0.975385      2655
","[[ 947    5    3]
 [   0  400    8]
 [  11   39 1242]]",0.9751412429378531,0.9777718343698276,0.9595695260869194,0.9751412429378531,0.9683555088082739,0.9753845960759933,0.9751412429378531,0.9777718343698276,0.9751412429378531,0.9751412429378531,0.9602132385456583,0.9763689777926782,0.03206777850602056,0.04531528209158194,0.10062013067856834,0.17809666105443278,0.0,0.17809666105443278,0.08618096521572222,0.08618096521572222,0.0,0.14260393,0.00029861319979567375,1.706918235619863
7,"              precision    recall  f1-score   support

     class 0   0.993691  0.989529  0.991605       955
     class 1   0.980344  0.977941  0.979141       408
     class 2   0.985351  0.989164  0.987254      1292

    accuracy                       0.987571      2655
   macro avg   0.986462  0.985545  0.986000      2655
weighted avg   0.987581  0.987571  0.987572      2655
","[[ 945    0   10]
 [   0  399    9]
 [   6    8 1278]]",0.9875706214689266,0.9855446863231377,0.9796198686218318,0.9875706214689266,0.9860001088935255,0.9875723717703283,0.9875706214689266,0.9855446863231377,0.9875706214689266,0.9875706214689266,0.9864618805465067,0.9875813006928367,0.015437952714698014,0.02096225940328895,0.048750888009543206,0.09842727554808196,0.0,0.09842727554808196,0.0875789519352249,0.0875789519352249,0.0,0.052455436,0.00029688603310456727,1.949747137228648
8,"              precision    recall  f1-score   support

     class 0   0.994720  0.986387  0.990536       955
     class 1   0.957143  0.985294  0.971014       408
     class 2   0.986025  0.982972  0.984496      1292

    accuracy                       0.984557      2655
   macro avg   0.979296  0.984885  0.982016      2655
weighted avg   0.984714  0.984557  0.984597      2655
","[[ 942    1   12]
 [   0  402    6]
 [   5   17 1270]]",0.9845574387947269,0.9848845628083144,0.974738836865634,0.9845574387947269,0.9820156314623848,0.9845970058011113,0.9845574387947269,0.9848845628083144,0.9845574387947269,0.9845574387947269,0.9792959569393158,0.9847141794519036,0.013941481744042472,0.026564697405641616,0.0601607541636942,0.10172661597723329,0.0,0.10172661597723329,0.07006425857308167,0.07006425857308167,0.0,0.089072995,0.0002944797916712104,2.1961135307947797
9,"              precision    recall  f1-score   support

     class 0   0.982456  0.996859  0.989605       955
     class 1   0.972906  0.968137  0.970516       408
     class 2   0.988281  0.979102  0.983670      1292

    accuracy                       0.983804      2655
   macro avg   0.981215  0.981366  0.981264      2655
weighted avg   0.983823  0.983804  0.983784      2655
","[[ 952    0    3]
 [   1  395   12]
 [  16   11 1265]]",0.983804143126177,0.9813660202760263,0.9734760428249286,0.983804143126177,0.9812637518702837,0.9837835415503656,0.983804143126177,0.9813660202760263,0.983804143126177,0.983804143126177,0.9812145980972545,0.9838232775303085,0.011763675794043717,0.02780162063714181,0.0648585726613939,0.09422191718087558,0.0,0.09422191718087558,0.06147676002517154,0.06147676002517154,0.0,0.035897795,0.0002914061984619919,2.4415714661280314
