direction,model,seed,method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
2025_2026_to_2021_2022,STSMamba,2026,M0_equal,0.0,791,all target parcels,0.3000467183184395,0.7872848587024083,1.1883184031430243,0.4108723135271808,19.4551201011378
2025_2026_to_2021_2022,STSMamba,2026,M2_source_frozen_one_se,0.5,791,all target parcels,0.3030447990982446,0.7807519307564327,1.1785714659090707,0.4134007585335019,16.73981204954348
