d0,mean_brier,se_brier,n
0.5,0.16112526353616374,0.01603590752574236,455
0.75,0.16045789944172145,0.01617880368777326,455
1.0,0.15987640565402586,0.016260907098233322,455
1.5,0.15916471605702381,0.016327020199709122,455
2.0,0.15878998933552368,0.016346529826924968,455
3.0,0.15851372101612546,0.016350196214702153,455
4.0,0.15843763366063512,0.01634531084590723,455
5.0,0.15842937528022408,0.016344397112049477,455
6.0,0.15842933292060254,0.016344397980245427,455
8.0,0.15842933292060252,0.016344397980245427,455
10.0,0.15842933292060252,0.016344397980245427,455
12.0,0.15842933292060254,0.016344397980245427,455
