method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8838265405769801,0.18873140558549903,0.37619318770787585,0.8901098901098901,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8863823200164465,0.18478872493510276,0.36573617227872124,0.8923076923076924,27.255108107730358
