d0,mean_brier,se_brier,n,target_fold
0.5,0.0347459536147482,0.0071866850185437195,630,0
0.75,0.033868649006360614,0.0072145211775989995,630,0
1.0,0.03335233985227778,0.0072195569103694806,630,0
1.5,0.03302480595621787,0.007219831447818826,630,0
2.0,0.032979479753967984,0.007221494748853114,630,0
3.0,0.03299288470914854,0.007223399027572354,630,0
4.0,0.032989923404380055,0.007223411180832914,630,0
5.0,0.03298976191117221,0.0072234111308334,630,0
6.0,0.03298976191117222,0.0072234111308334,630,0
8.0,0.03298976191117222,0.007223411130833402,630,0
10.0,0.03298976191117221,0.0072234111308334,630,0
12.0,0.03298976191117222,0.0072234111308334,630,0
0.5,0.02179797106262582,0.005153730777560513,632,1
0.75,0.021072467587511298,0.005188180736231467,632,1
1.0,0.02060697983640151,0.005194701780122081,632,1
1.5,0.02030518902978616,0.005195898719427829,632,1
2.0,0.020258515636743257,0.005197830772068235,632,1
3.0,0.02027009680190327,0.005200522087968291,632,1
4.0,0.020266849696785785,0.005200527671708605,632,1
5.0,0.020266688714632403,0.005200526978543825,632,1
6.0,0.0202666887146324,0.005200526978543825,632,1
8.0,0.020266688714632407,0.005200526978543825,632,1
10.0,0.020266688714632403,0.005200526978543825,632,1
12.0,0.0202666887146324,0.005200526978543825,632,1
0.5,0.035251765379666754,0.007988673739340566,582,2
0.75,0.034128886610888746,0.00798260214531934,582,2
1.0,0.033522903418231526,0.007979390845551994,582,2
1.5,0.03312387802261724,0.007978474537588456,582,2
2.0,0.033026186490900514,0.007978843740194459,582,2
3.0,0.03299315126959452,0.007979146568990599,582,2
4.0,0.032989508113818324,0.007979161289289965,582,2
5.0,0.032989333301583025,0.00797916123622924,582,2
6.0,0.032989333301583025,0.00797916123622924,582,2
8.0,0.03298933330158303,0.007979161236229241,582,2
10.0,0.032989333301583025,0.00797916123622924,582,2
12.0,0.032989333301583025,0.00797916123622924,582,2
0.5,0.03239717416541451,0.006896458306394023,658,3
0.75,0.031738483636213385,0.006926502097032956,658,3
1.0,0.03133602629387173,0.006934273621341301,658,3
1.5,0.031067509081031078,0.006934824729796856,658,3
2.0,0.031029325563397474,0.00693641135563537,658,3
3.0,0.031041567252108812,0.006938248703068928,658,3
4.0,0.031038325192019132,0.006938260684349932,658,3
5.0,0.031038170570862694,0.006938260570437005,658,3
6.0,0.031038170570862694,0.006938260570437005,658,3
8.0,0.031038170570862694,0.006938260570437005,658,3
10.0,0.031038170570862694,0.006938260570437005,658,3
12.0,0.031038170570862694,0.006938260570437005,658,3
0.5,0.03396280347818793,0.007420634382827605,662,4
0.75,0.03336416422126925,0.007449066950073704,662,4
1.0,0.03301572518916445,0.007456027106529843,662,4
1.5,0.03280183209145095,0.007456930479901764,662,4
2.0,0.032779425045192115,0.007458436167896012,662,4
3.0,0.03279722943367119,0.00745995362374786,662,4
4.0,0.03279653780230545,0.007459956995874616,662,4
5.0,0.03279653780230545,0.007459956995874614,662,4
6.0,0.03279653780230545,0.007459956995874614,662,4
8.0,0.03279653780230545,0.007459956995874616,662,4
10.0,0.03279653780230545,0.007459956995874614,662,4
12.0,0.03279653780230545,0.007459956995874614,662,4
