method,selected_d0,parcels,support,macro_f1,brier,nll,accuracy,mean_effective_pixels
M0_equal,0.0,455,all spatial OOF parcels,0.8722133949335221,0.18138697323258351,0.3469755048922234,0.8813186813186813,30.53846153846154
M2_linear_one_se_crossfit,,455,all spatial OOF parcels,0.8727818206678677,0.17747460682987695,0.34007292715391113,0.8813186813186813,27.255108107730358
