d0,mean_brier,se_brier,n
0.5,0.030948615620476537,0.00712656821683351,791
0.75,0.03058224569673139,0.007210532588386549,791
1.0,0.030390099835294043,0.007251580156644999,791
1.5,0.030215663879805982,0.007262874977701081,791
2.0,0.030167431853888454,0.0072641496113269,791
3.0,0.030135435759842746,0.0072637662835218905,791
4.0,0.03013127009464032,0.00726373697495492,791
5.0,0.030131108504464363,0.0072637366878853865,791
6.0,0.030131108504464366,0.0072637366878853865,791
8.0,0.030131108504464366,0.0072637366878853865,791
10.0,0.030131108504464363,0.0072637366878853865,791
12.0,0.030131108504464366,0.0072637366878853865,791
